date,natural_week_start,scenario_code,scenario_name_cn,route_group,base_freight_column,base_freight_usd_per_feu,surcharge_usd_per_feu,total_cost_usd_per_feu,fx_rate_demo,total_cost_cny_per_feu,fx_source_layer,fx_is_demo_filled,data_layer,official_rate_usable,scenario_description
2026-04-24,2026-04-20,STRESS_USEC,美东压力场景,USEC,美东航线,3570.0,2111.5,5681.5,6.833,38821.69,B_screenshot_ocr_header_inferred,False,demo_cost_model_with_C_market_reference_surcharge,False,美东压力测试：基础费用+旺季/拥堵/紧急燃油/缺箱/战争风险，不含巴拿马
2026-05-01,2026-04-27,STRESS_USEC,美东压力场景,USEC,美东航线,3691.0,2111.5,5802.5,6.8288,39624.11,B_screenshot_ocr_header_inferred,False,demo_cost_model_with_C_market_reference_surcharge,False,美东压力测试：基础费用+旺季/拥堵/紧急燃油/缺箱/战争风险，不含巴拿马
2026-05-08,2026-05-04,STRESS_USEC,美东压力场景,USEC,美东航线,3812.0,2111.5,5923.5,6.8316,40467.18,demo_interpolation_fill,True,demo_cost_model_with_C_market_reference_surcharge,False,美东压力测试：基础费用+旺季/拥堵/紧急燃油/缺箱/战争风险，不含巴拿马
2026-05-15,2026-05-11,STRESS_USEC,美东压力场景,USEC,美东航线,4224.0,2111.5,6335.5,6.8345,43299.76,demo_interpolation_fill,True,demo_cost_model_with_C_market_reference_surcharge,False,美东压力测试：基础费用+旺季/拥堵/紧急燃油/缺箱/战争风险，不含巴拿马
2026-05-22,2026-05-18,STRESS_USEC,美东压力场景,USEC,美东航线,4313.0,2111.5,6424.5,6.8373,43926.23,A,False,demo_cost_model_with_C_market_reference_surcharge,False,美东压力测试：基础费用+旺季/拥堵/紧急燃油/缺箱/战争风险，不含巴拿马
2025-11-28,2025-11-24,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,2428.0,2386.5,4814.5,6.9694,33554.18,demo_interpolation_fill,True,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2025-12-05,2025-12-01,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,2315.0,2386.5,4701.5,6.9694,32766.63,demo_interpolation_fill,True,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2025-12-12,2025-12-08,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,2580.5,2386.5,4967.0,6.9694,34617.01,demo_interpolation_fill,True,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2025-12-19,2025-12-15,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,2846.0,2386.5,5232.5,6.9694,36467.39,demo_interpolation_fill,True,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2025-12-26,2025-12-22,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,3033.0,2386.5,5419.5,6.9694,37770.66,demo_interpolation_fill,True,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-01-02,2025-12-29,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,2998.75,2386.5,5385.25,6.9694,37531.96,demo_interpolation_fill,True,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-01-09,2026-01-05,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,2964.5,2386.5,5351.0,6.9694,37293.26,demo_interpolation_fill,True,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-01-16,2026-01-12,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,2930.25,2386.5,5316.75,6.9694,37054.56,B_screenshot_ocr_header_inferred,False,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-01-23,2026-01-19,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,2896.0,2386.5,5282.5,6.9634,36784.16,B_screenshot_ocr_header_inferred,False,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-01-30,2026-01-26,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,2605.0,2386.5,4991.5,6.9494,34687.93,B_screenshot_ocr_header_inferred,False,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-02-06,2026-02-02,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,2530.0,2386.5,4916.5,6.9385,34113.14,B_screenshot_ocr_header_inferred,False,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-02-13,2026-02-09,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,2524.0,2386.5,4910.5,6.9083,33923.21,B_screenshot_ocr_header_inferred,False,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-02-20,2026-02-16,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,2670.75,2386.5,5057.25,6.884,34813.86,demo_interpolation_fill,True,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-02-27,2026-02-23,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,2817.5,2386.5,5204.0,6.8596,35697.36,B_screenshot_ocr_header_inferred,False,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-03-06,2026-03-02,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,2964.25,2386.5,5350.75,6.9073,36959.24,B_screenshot_ocr_header_inferred,False,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-03-13,2026-03-09,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,3111.0,2386.5,5497.5,6.8943,37901.41,B_screenshot_ocr_header_inferred,False,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-03-20,2026-03-16,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,2922.0,2386.5,5308.5,6.8898,36574.5,B_screenshot_ocr_header_inferred,False,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-03-27,2026-03-23,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,3120.67,2386.5,5507.17,6.9125,38068.29,B_screenshot_ocr_header_inferred,False,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-04-03,2026-03-30,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,3319.33,2386.5,5705.83,6.8806,39259.56,B_screenshot_ocr_header_inferred,False,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-04-10,2026-04-06,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,3518.0,2386.5,5904.5,6.8283,40317.7,B_screenshot_ocr_header_inferred,False,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-04-17,2026-04-13,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,3584.0,2386.5,5970.5,6.8224,40733.14,B_screenshot_ocr_header_inferred,False,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-04-24,2026-04-20,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,3570.0,2386.5,5956.5,6.833,40700.76,B_screenshot_ocr_header_inferred,False,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-05-01,2026-04-27,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,3691.0,2386.5,6077.5,6.8288,41502.03,B_screenshot_ocr_header_inferred,False,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-05-08,2026-05-04,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,3812.0,2386.5,6198.5,6.8316,42345.88,demo_interpolation_fill,True,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-05-15,2026-05-11,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,4224.0,2386.5,6610.5,6.8345,45179.24,demo_interpolation_fill,True,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
2026-05-22,2026-05-18,USEC_PANAMA_STRESS,美东巴拿马压力场景,USEC,美东航线,4313.0,2386.5,6699.5,6.8373,45806.49,A,False,demo_cost_model_with_C_market_reference_surcharge,False,美东经巴拿马压力测试：压力场景+巴拿马运河附加费
